Permit #,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Business Owner,Address,City,State,Zip,Council District,Census Tract,Mapped Location,latlng,lat,lng
07-18688,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/06/2007,06/28/2007,09306000800,"Levy Premium Foodservice, LP",Levy Premium Foodservice Limited Partnership,501  Broadway,Nashville,TN,37203.0,19.0,37019500.0,"501 Broadway
Nashville, TN 37203
(36.160427, -86.778611)","36.160427, -86.778611",36.160427, -86.778611
15-00981,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,02/12/2015,03/12/2015,09302316800,Lonnie's Western Room,Lonnie K. Powers,308  Church ST,Nashville,TN,37201.0,19.0,37019500.0,"308 Church ST
Nashville, TN 37201
(36.164162, -86.777915)","36.164162, -86.777915",36.164162, -86.777915
17-25237,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/25/2017,10/13/2017,08216002700,MAPCO #1033,c/o Corporation Trust Company,712  MAIN ST,NASHVILLE,TN,37206.0,6.0,37019200.0,"712 MAIN ST
NASHVILLE, TN 37206
(36.17484, -86.760129)","36.17484, -86.760129",36.17484, -86.760129
14-00970,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,08/13/2014,09/22/2014,09314012600,Party Fowl,J&amp;S Concepts LLC,719  8th AVE S,Nashville,TN,37203.0,19.0,37019500.0,"719 8th AVE S
Nashville, TN 37203
(36.149897, -86.779175)","36.149897, -86.779175",36.149897, -86.779175
18-25416,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/09/2018,04/12/2018,07102006300,JAZZY'S BISTRO,,1520  HAMPTON ST,NASHVILLE,TN,37207.0,2.0,37012701.0,"1520 HAMPTON ST
NASHVILLE, TN 37207
(36.208402, -86.778902)","36.208402, -86.778902",36.208402, -86.778902
02-17937,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/21/2002,08/28/2002,09215017100,The End A.K.A Elliston Square,Robert B. Fitzpatrick,2219  Elliston PL,Nashville,TN,37203.0,21.0,37016500.0,"2219 Elliston PL
Nashville, TN 37203
(36.15129, -86.804151)","36.15129, -86.804151",36.15129, -86.804151
12-16981,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/30/2012,12/06/2012,08208028700,Mini Market,Eyd Toss,726  McFerrin AVE,Nashville,TN,37206.0,5.0,37011900.0,"726 McFerrin AVE
Nashville, TN 37206
(36.184112, -86.754505)","36.184112, -86.754505",36.184112, -86.754505
17-20485,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/01/2016,04/27/2017,09306208300,Headquarters Beercade,Headquarters Tennessee LLC,114  2nd AVE S,Nashville,TN,37201.0,19.0,37019500.0,"114 2nd AVE S
Nashville, TN 37201
(36.161301, -86.77479)","36.161301, -86.77479",36.161301, -86.77479
17-20491,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/31/2017,05/02/2017,06908002300,Thompson Place Golfing and Gro,Timothy S. Thompson,3453 W HAMILTON AVE,NASHVILLE,TN,37218.0,1.0,37012801.0,"3453 W HAMILTON AVE
NASHVILLE, TN 37218
(36.207525, -86.836049)","36.207525, -86.836049",36.207525, -86.836049
08-16418,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/02/2008,10/09/2008,10713015600,Mi Ranchito,"Nabil Alabdi, Samir Nagi",1003  Thompson PL,Nashville,TN,37217.0,13.0,37015803.0,"1003 Thompson PL
Nashville, TN 37217
(36.126918, -86.709895)","36.126918, -86.709895",36.126918, -86.709895
10-19208,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/03/2010,11/04/2010,09212037500,Canvas,"Canvas Lounge, LLC",1707  Church ST,Nashville,TN,37203.0,21.0,37019500.0,"1707 Church ST
Nashville, TN 37203
(36.155556, -86.796424)","36.155556, -86.796424",36.155556, -86.796424
99-15034,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/15/1999,05/13/1999,06008007300,H.G. Hill,"Oeser Food Stores, Inc.",3105  Dickerson PIKE,Nashville,TN,37207.0,8.0,37011001.0,"3105 Dickerson PIKE
Nashville, TN 37207
(36.230128, -86.759148)","36.230128, -86.759148",36.230128, -86.759148
14-19902,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/01/2014,05/29/2014,10600012800,Uno Billiards & Cafe,St Mina LLC,617  Millwood DR,Nashville,TN,37217.0,15.0,37015803.0,"617 Millwood DR
Nashville, TN 37217
(36.130246, -86.713868)","36.130246, -86.713868",36.130246, -86.713868
15-17233,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,18100001000,Walgreens,Walgreen Co.,6815  Nolensville PIKE,Brentwood,TN,37027.0,4.0,37019115.0,"6815 Nolensville PIKE
Brentwood, TN 37027
(35.996656, -86.689604)","35.996656, -86.689604",35.996656, -86.689604
18-25566,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/21/2018,08/23/2018,13315014500,CHISMES CAFE,,3921  NOLENSVILLE PIKE,NASHVILLE,TN,37211.0,26.0,37018901.0,"3921 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.085944, -86.729192)","36.085944, -86.729192",36.085944, -86.729192
16-20241,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/08/2016,03/03/2016,09212030500,Hi Fi Clydes,Clydes Nashville LLC,1700  Church ST,Nashville,TN,37203.0,21.0,37019500.0,"1700 Church ST
Nashville, TN 37203
(36.155706, -86.796126)","36.155706, -86.796126",36.155706, -86.796126
15-17270,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/08/2015,07/07/2015,09100003900,Dollar General Store,Dolgencorp LLC,5100  Centennial BLVD,Nashville,TN,37209.0,20.0,37013000.0,"5100 Centennial BLVD
Nashville, TN 37209
(36.162284, -86.849109)","36.162284, -86.849109",36.162284, -86.849109
16-20391,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/29/2016,12/22/2016,08310018500,Urban Cowboy Bed & Breakfast,1603 Woodland LLC,1603  Woodland ST,Nashville,TN,37206.0,6.0,37012100.0,"1603 Woodland ST
Nashville, TN 37206
(36.176862, -86.741685)","36.176862, -86.741685",36.176862, -86.741685
04-15950,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/04/2004,12/16/2004,10600016800,Super Station,"Andrian M. S. Pesik, Hui Jessie Yang",1631  Elm Hill PIKE,Nashville,TN,37210.0,15.0,37019600.0,"1631 Elm Hill PIKE
Nashville, TN 37210
(36.144754, -86.71185)","36.144754, -86.71185",36.144754, -86.71185
11-00149,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",01/11/2011,05/27/2011,09211038600,"Blackstone Brewing Co., LLC","Blackstone Brewing Co., LLC",2312  Clifton AVE,Nashville,TN,37209.0,21.0,37014400.0,"2312 Clifton AVE
Nashville, TN 37209
(36.157913, -86.810097)","36.157913, -86.810097",36.157913, -86.810097
17-25047,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/22/2017,06/08/2017,10200008200,JIM 'N NICKS Bar-B-Q NASHVILLE WEST,,7004  CHARLOTTE PIKE,NASHVILLE,TN,37209.0,35.0,37018301.0,"7004 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.12922, -86.904914)","36.12922, -86.904914",36.12922, -86.904914
94-16127,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/30/1993,02/01/1994,06200014300,Cock of the Walk,Mike Fink Corporation,2624  Music Valley DR,Nashville,TN,37214.0,15.0,37015300.0,"2624 Music Valley DR
Nashville, TN 37214
(36.235585, -86.706003)","36.235585, -86.706003",36.235585, -86.706003
03-18048,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/12/2003,06/12/2003,10513021200,Mafiaoza's,"Infidel's, LLC",2400  12th AVE S,Nashville,TN,37204.0,17.0,37017000.0,"2400 12th AVE S
Nashville, TN 37204
(36.126134, -86.78927)","36.126134, -86.78927",36.126134, -86.78927
18-25455,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/06/2018,07/12/2018,07206002400,EL JALICIENSE MEXICAN RESTAURANT,,3225  GALLATIN PIKE,NASHVILLE,TN,37216.0,8.0,37011200.0,"3225 GALLATIN PIKE
NASHVILLE, TN 37216
(36.207335, -86.735786)","36.207335, -86.735786",36.207335, -86.735786
14-20011,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/23/2014,11/20/2014,09314056700,Fairfield Inn & Suites Nashvil,Vision Nashville Gulch LLC,901  Division ST,Nashville,TN,37203.0,19.0,37019500.0,"901 Division ST
Nashville, TN 37203
(36.150486, -86.781291)","36.150486, -86.781291",36.150486, -86.781291
18-25733,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/18/2018,04/11/2019,09309034100,TIN ROOF,,1520  DEMONBREUN ST,NASHVILLE,TN,37203.0,19.0,37019500.0,"1520 DEMONBREUN ST
NASHVILLE, TN 37203
(36.152921, -86.790002)","36.152921, -86.790002",36.152921, -86.790002
18-25733,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/18/2018,04/11/2019,09309034100,TIN ROOF,,1516C  DEMONBREUN ST,NASHVILLE,TN,37203.0,19.0,37019500.0,"1516C DEMONBREUN ST
NASHVILLE, TN 37203
(36.153019, -86.789774)","36.153019, -86.789774",36.153019, -86.789774
18-25638,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/08/2018,11/16/2018,11816002600,THE CANDLE BAR,,2934  SIDCO DR  140,NASHVILLE,TN,37204.0,16.0,37980200.0,"2934 SIDCO DR 140
NASHVILLE, TN 37204
(36.107946, -86.755637)","36.107946, -86.755637",36.107946, -86.755637
19-25934,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/13/2019,04/24/2019,16200029000,THE THIRSTY TURTLE SPORTS GRILL,,1307  BELL RD  103,ANTIOCH,TN,37013.0,31.0,37019111.0,"1307 BELL RD 103
ANTIOCH, TN 37013
(36.045864, -86.674949)","36.045864, -86.674949",36.045864, -86.674949
18-25666,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/27/2018,10/02/2018,06916019600,CARIO STOP,,3508  CLARKSVILLE PIKE,NASHVILLE,TN,37218.0,2.0,37012801.0,"3508 CLARKSVILLE PIKE
NASHVILLE, TN 37218
(36.196276, -86.835467)","36.196276, -86.835467",36.196276, -86.835467
04-18231,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/14/2004,08/12/2004,08309021800,"3 Crow Bar, LLC","3 Crow Bar, LLC",1020  Woodland ST,Nashville,TN,37206.0,6.0,37019200.0,"1020 Woodland ST
Nashville, TN 37206
(36.177398, -86.750306)","36.177398, -86.750306",36.177398, -86.750306
18-25588,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/16/2018,08/23/2018,16300027400,LA COSTA NAYARITA,,5332  CANE RIDGE RD,ANTIOCH,TN,37013.0,32.0,37019117.0,"5332 CANE RIDGE RD
ANTIOCH, TN 37013
(36.041536, -86.660999)","36.041536, -86.660999",36.041536, -86.660999
19-25854,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/25/2019,02/28/2019,09601006700,THORNTONS #611,,2815  LEBANON PIKE,NASHVILLE,TN,37214.0,15.0,37015501.0,"2815 LEBANON PIKE
NASHVILLE, TN 37214
(36.167339, -86.662218)","36.167339, -86.662218",36.167339, -86.662218
14-19942,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/25/2014,07/24/2014,08600076300,Taziki's Mediterranean Cafe,DMO LLC,5205  Old Hickory BLVD  106,Hermitage,TN,37067.0,14.0,37015404.0,"5205 Old Hickory BLVD 106
Hermitage, TN 37067
(36.18996, -86.614979)","36.18996, -86.614979",36.18996, -86.614979
18-25781,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,11/26/2018,01/11/2019,09216012500,BROADWAY BREWHOUSE,,1900  BROADWAY,NASHVILLE,TN,37203.0,19.0,37019500.0,"1900 BROADWAY
NASHVILLE, TN 37203
(36.15088, -86.796614)","36.15088, -86.796614",36.15088, -86.796614
18-25561,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/18/2018,07/12/2018,09215011300,THE CORNER BAR AT ELLISTON PLACE,,2200  ELLISTON PL,NASHVILLE,TN,37203.0,21.0,37016500.0,"2200 ELLISTON PL
NASHVILLE, TN 37203
(36.151907, -86.803873)","36.151907, -86.803873",36.151907, -86.803873
09-18994,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/30/2009,05/14/2009,10801005600,Jalisco Mexican Restaurant,Jalisco Mexican Restaurant LLC,519  Donelson PIKE  111,Nashville,TN,37214.0,15.0,37015502.0,"519 Donelson PIKE 111
Nashville, TN 37214
(36.148258, -86.666277)","36.148258, -86.666277",36.148258, -86.666277
17-17464,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/10/2017,05/12/2017,10412028400,Circle K 3680,MAC's Convenience Stores LLC,2001  Belmont BLVD,Nashville,TN,37212.0,18.0,37016800.0,"2001 Belmont BLVD
Nashville, TN 37212
(36.132729, -86.795571)","36.132729, -86.795571",36.132729, -86.795571
11-19389,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/27/2011,11/17/2011,07300001700,Opry Mills Stadium 20,"Regal Cinemas, Inc.",570  Opry Mills DR,Nashville,TN,37214.0,15.0,37015300.0,"570 Opry Mills DR
Nashville, TN 37214
(36.20628, -86.693591)","36.20628, -86.693591",36.20628, -86.693591
18-25794,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/04/2018,01/10/2019,09212041000,VALENTINO'S RISTORANTE,Chief Manager,1808  HAYES ST,NASHVILLE,TN,37203.0,21.0,37019500.0,"1808 HAYES ST
NASHVILLE, TN 37203
(36.153649, -86.797487)","36.153649, -86.797487",36.153649, -86.797487
17-20459,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/16/2016,03/10/2017,09216025000,Kung Fu Saloon,Nashville Guys LLC,1921  Division ST,Nashville,TN,37203.0,19.0,37019500.0,"1921 Division ST
Nashville, TN 37203
(36.149389, -86.797625)","36.149389, -86.797625",36.149389, -86.797625
14-20034,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/14/2014,12/19/2014,09306210200,ACME Feed & Seed,ACME Nashville LLC,101  Broadway,Nashville,TN,37201.0,19.0,37019500.0,"101 Broadway
Nashville, TN 37201
(36.162196, -86.774548)","36.162196, -86.774548",36.162196, -86.774548
16-20245,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/19/2016,03/10/2016,14903016100,Pharoah's Lounge,George Shehata,2510  Murfreesboro PIKE  11,Nashville,TN,37217.0,29.0,37015612.0,"2510 Murfreesboro PIKE 11
Nashville, TN 37217
(36.078678, -86.643493)","36.078678, -86.643493",36.078678, -86.643493
00-17677,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/22/2000,12/07/2000,07300001700,Rainforest Cafe,"Rainforest Cafe, Inc.",353  Opry Mills DR,Nashville,TN,37214.0,15.0,37015300.0,"353 Opry Mills DR
Nashville, TN 37214
(36.203318, -86.69477)","36.203318, -86.69477",36.203318, -86.69477
05-00730,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,01/27/2005,02/10/2005,08111004300,The Villager Tavern,"MCB, Inc",1719  21st AVE,Nashville,TN,37215.0,21.0,37013800.0,"1719 21st AVE
Nashville, TN 37215
(36.178362, -86.811467)","36.178362, -86.811467",36.178362, -86.811467
14-17181,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/04/2014,09/25/2014,09605008900,S&A Market Discount Tobacco,S&amp;A Market Discount Tobacco Inc,158  Donelson PIKE,Nashville,TN,37214.0,15.0,37015100.0,"158 Donelson PIKE
Nashville, TN 37214
(36.163889, -86.663889)","36.163889, -86.663889",36.163889, -86.663889
18-25783,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/28/2018,01/11/2019,15512028800,BREWHOUSE 100,1435 Stewarts Ferry Pike,8098  HIGHWAY 100,NASHVILLE,TN,37221.0,35.0,37018405.0,"8098 HIGHWAY 100
NASHVILLE, TN 37221
(36.044782, -86.954432)","36.044782, -86.954432",36.044782, -86.954432
19-25852,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/25/2019,02/28/2019,10200010200,THORNTONS #608,,7102  CHARLOTTE PIKE,NASHVILLE,TN,37209.0,35.0,37018301.0,"7102 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.127803, -86.907665)","36.127803, -86.907665",36.127803, -86.907665
12-16909,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/05/2012,06/27/2012,07513013500,Quick N E-Z,"Quick N E-Z, Inc.",3840  Lebanon PIKE,Hermitage,TN,37076.0,14.0,37015402.0,"3840 Lebanon PIKE
Hermitage, TN 37076
(36.192492, -86.624116)","36.192492, -86.624116",36.192492, -86.624116
11-19311,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/19/2011,05/26/2011,17212010600,The Other Place Sports Bar &,"Sports Bar &amp; Grill, Inc.",6900  Lenox Village DR  17,Nashville,TN,37211.0,31.0,37019114.0,"6900 Lenox Village DR 17
Nashville, TN 37211
(36.025525, -86.712036)","36.025525, -86.712036",36.025525, -86.712036
05-16042,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/12/2005,09/28/2005,04212007300,Wal-Mart Neighborhood Market,"Wal-Mart Stores East, LP",331  GALLATIN PIKE N,MADISON,TN,37115.0,8.0,37010402.0,"331 GALLATIN PIKE N
MADISON, TN 37115
(36.264449, -86.711415)","36.264449, -86.711415",36.264449, -86.711415
10-16606,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/01/2009,12/31/2009,09504000600,CVS/Pharmacy,Tennessee CVS Pharmacy LLC,2500  Lebanon PIKE,Nashville,TN,37214.0,15.0,37015200.0,"2500 Lebanon PIKE
Nashville, TN 37214
(36.169428, -86.679329)","36.169428, -86.679329",36.169428, -86.679329
13-19805,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/26/2013,10/24/2013,09314033500,"Tennessee Taproom, LLC","Tennessee Taproom, LLC",809  Ewing AVE,Nashville,TN,37203.0,19.0,37019500.0,"809 Ewing AVE
Nashville, TN 37203
(36.150421, -86.775627)","36.150421, -86.775627",36.150421, -86.775627
08-16378,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/09/2008,05/01/2008,08212032700,Weiss Drive In Market,Moslah Shahben,824  MAIN ST,NASHVILLE,TN,37206.0,6.0,37019200.0,"824 MAIN ST
NASHVILLE, TN 37206
(36.175841, -86.757551)","36.175841, -86.757551",36.175841, -86.757551
15-17225,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,09504002800,Walgreens,Walgreen Co.,2421  Lebanon PIKE,Nashville,TN,37214.0,15.0,37015100.0,"2421 Lebanon PIKE
Nashville, TN 37214
(36.169272, -86.68058)","36.169272, -86.68058",36.169272, -86.68058
15-17209,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,16200028500,Walgreens,Walgreen Co,1301  Bell RD,Antioch,TN,37013.0,31.0,37019111.0,"1301 Bell RD
Antioch, TN 37013
(36.045845, -86.674865)","36.045845, -86.674865",36.045845, -86.674865
17-25097,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/26/2017,09/08/2017,09100004100,FROTHY MONKEY,,1400  51ST AVE N,NASHVILLE,TN,37209.0,20.0,37013000.0,"1400 51ST AVE N
NASHVILLE, TN 37209
(36.162284, -86.849109)","36.162284, -86.849109",36.162284, -86.849109
08-19066,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/19/2007,02/28/2008,08309004300,Couva Calypso Cafe  East LLC,Couva Calypso Cafe East LLC.,1101  Gartland AVE,Nashville,TN,37206.0,6.0,37019200.0,"1101 Gartland AVE
Nashville, TN 37206
(36.179565, -86.749643)","36.179565, -86.749643",36.179565, -86.749643
18-25362,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/06/2018,03/01/2018,10408042600,TACO MAMA HILLSBORO VILLAGE,,1612  21ST AVE S,NASHVILLE,TN,37212.0,,,"1612 21ST AVE S
NASHVILLE, TN 37212
(36.138484, -86.800668)","36.138484, -86.800668",36.138484, -86.800668
05-15977,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/08/2005,02/24/2005,14707003500,K&S World Market,J&amp;J International Food Corporation,4225  Nolensville PIKE,Nashville,TN,37211.0,27.0,37018904.0,"4225 Nolensville PIKE
Nashville, TN 37211
(36.075368, -86.725021)","36.075368, -86.725021",36.075368, -86.725021
17-25200,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/06/2017,10/12/2017,07107024300,MERIDIAN STREET CAFE,,1800  DICKERSON PIKE,NASHVILLE,TN,37207.0,5.0,37011300.0,"1800 DICKERSON PIKE
NASHVILLE, TN 37207
(36.204062, -86.769026)","36.204062, -86.769026",36.204062, -86.769026
18-25536,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/24/2018,09/13/2018,09306402500,JASON ALDEAN'S KITCHEN AND ROOFTOP BAR,,307  BROADWAY,NASHVILLE,TN,37201.0,19.0,37019500.0,"307 BROADWAY
NASHVILLE, TN 37201
(36.161442, -86.77626)","36.161442, -86.77626",36.161442, -86.77626
19-25850,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/25/2019,02/28/2019,04307006900,THORNTONS #604,,317  MYATT DR,MADISON,TN,37115.0,9.0,37010402.0,"317 MYATT DR
MADISON, TN 37115
(36.27132, -86.689646)","36.27132, -86.689646",36.27132, -86.689646
03-18087,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/04/2003,09/25/2003,16300019900,"Casa Fiesta, Inc.","Casa Fiesta, Inc.",1111  Bell RD,Antioch,TN,37013.0,32.0,37019111.0,"1111 Bell RD
Antioch, TN 37013
(36.044857, -86.663248)","36.044857, -86.663248",36.044857, -86.663248
18-25785,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/29/2018,03/15/2019,10801008200,FOUR POINTS BY SHERATON - NASHVILLE AIRPORT,,800  ROYAL PKWY,NASHVILLE,TN,37214.0,15.0,37015502.0,"800 ROYAL PKWY
NASHVILLE, TN 37214
(36.14555, -86.662972)","36.14555, -86.662972",36.14555, -86.662972
18-25776,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/19/2018,12/07/2018,07300003200,MAGNOLIA NECESSITIES,,2800  OPRYLAND DR,NASHVILLE,TN,37214.0,15.0,37015300.0,"2800 OPRYLAND DR
NASHVILLE, TN 37214
(36.211694, -86.697639)","36.211694, -86.697639",36.211694, -86.697639
18-25714,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/02/2018,11/21/2018,09306404100,KID ROCKS BIG ASS HONKY TONK ROCK N ROLL AND STEAKHOUSE,,221  BROADWAY,NASHVILLE,TN,37201.0,19.0,37019500.0,"221 BROADWAY
NASHVILLE, TN 37201
(36.161623, -86.775844)","36.161623, -86.775844",36.161623, -86.775844
18-25553,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,06/13/2018,11/01/2018,08209037500,THE GOAT AT LC GERMANTOWN,,1220  2ND AVE N,NASHVILLE,TN,37208.0,19.0,37019400.0,"1220 2ND AVE N
NASHVILLE, TN 37208
(36.177282, -86.784863)","36.177282, -86.784863",36.177282, -86.784863
18-25745,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/23/2018,12/06/2018,07115010300,RETROGRADE,"David Carlos Mabee (33.33%), Nathan Gabriel Weinberg (33.33%), Steven Robert Mabee (33.33%)",1305  DICKERSON PIKE,NASHVILLE,TN,37207.0,5.0,37011300.0,"1305 DICKERSON PIKE
NASHVILLE, TN 37207
(36.194976, -86.772215)","36.194976, -86.772215",36.194976, -86.772215
14-00956,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/18/2013,03/13/2014,16100008401,Nashville Smoke and Ale,"Arriviste, LLC",15551  Old Hickory BLVD,Nashville,TN,37211.0,4.0,37019116.0,"15551 Old Hickory BLVD
Nashville, TN 37211
(36.039951, -86.741966)","36.039951, -86.741966",36.039951, -86.741966
15-20103,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/21/2015,05/15/2015,10402036000,Stoney River Steakhouse and Gr,Stoney River Mangement Company LLC,3015  West End AVE,Nashville,TN,37203.0,18.0,37016600.0,"3015 West End AVE
Nashville, TN 37203
(36.143152, -86.814833)","36.143152, -86.814833",36.143152, -86.814833
95-16665,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/08/1995,07/12/1995,11710012700,El Palenque Restaurant,El Palenque II Inc.,2210  Crestmoor RD  4,Nashville,TN,37215.0,25.0,37017901.0,"2210 Crestmoor RD 4
Nashville, TN 37215
(36.109462, -86.814772)","36.109462, -86.814772",36.109462, -86.814772
15-17235,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,07601013800,Walgreens,Walgreen Co.,400  Tulip Grove RD,Hermitage,TN,37076.0,12.0,37015405.0,"400 Tulip Grove RD
Hermitage, TN 37076
(36.21443, -86.588698)","36.21443, -86.588698",36.21443, -86.588698
17-17453,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/23/2017,03/16/2017,07500021100,Twice Daily #7718,Tri Star Energy LLC,5012  OLD HICKORY BLVD,HERMITAGE,TN,37076.0,11.0,37015404.0,"5012 OLD HICKORY BLVD
HERMITAGE, TN 37076
(36.19324, -86.61705)","36.19324, -86.61705",36.19324, -86.61705
12-16982,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/08/2012,12/06/2012,07013005300,Bordeaux Market,Samy Youssef,2007  Hamilton RD,Nashville,TN,37218.0,2.0,37012802.0,"2007 Hamilton RD
Nashville, TN 37218
(36.193157, -86.831638)","36.193157, -86.831638",36.193157, -86.831638
17-20479,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/21/2017,04/20/2017,09100004100,Nicky's Coal Fired,"Nicky's Restaurant I, LLC",5026  Centennial BLVD,Nashville,TN,37209.0,20.0,37013000.0,"5026 Centennial BLVD
Nashville, TN 37209
(36.162119, -86.848536)","36.162119, -86.848536",36.162119, -86.848536
